id,text,user_name,user_location,sentiment,created,housemate
3375,"RT @planetjedward: #TeamJedward you are on a mission too, save Jedward from eviction this week in #CBB #CBBJedward",MommaJedward,,NA,2017-01-20T21:30:02,No name
3376,@JoeyPokeaim remember when you and cbb streamed together?,xMetalon,New Jersey,NA,2017-01-20T21:45:32,No name
3377,Jessica is mean and ignorant and in all her time in that house shes been doin the most to convince herself otherwise #CBB,ashunruly_,De La Vega / LDN,NA,2017-01-20T21:52:10,No name
3378,"RT @fromtheBBhouse: After 30 minutes to reflect on her crowd reaction, Kim piledrives a security guard trying to confiscate her Toilet Duckâ€_",BBUKDiaryRoom,Borehamwood,NA,2017-01-20T22:29:56,No name
3379,No a fan of Jessica she is a gob shite #cbb #whoisshe,KirkosOfficial,Kirkcaldy,NA,2017-01-20T21:51:01,No name
3380,"RT @mtvgeordieshore: CHLOE'S NOT SAFE YET! VOTE TO SAVE @Chloe_GShore!â˜_ï¸èLandline: 0902 044 24 16_Ÿ“±Mobile: 6 44 24 16EVERY SINGLE VOTEâ€_ ",Chloe_GShore,,NA,2017-01-20T22:01:07,No name
3381,Jessica and Stacy pair of fuckin lying cunt bitches. U both pressed it and u wanna win u ugly slags FOH man! #celebritybigbrother #cbb,Its_My_Time_Boo,your dads house ,NA,2017-01-20T22:33:12,No name
3382,RT @bbuk: Borehamwood in January: just like Ibiza. Really. Theyâ€™re identical. #CBB https://t.co/5BfcS403DP,harryowen2016,,NA,2017-01-20T21:12:07,No name
3383,RT @CBBJedward: .@MommaJedward RETWEET this to make sure everyone knows how to Vote to Save @PlanetJedward! #CBBJedward https://t.co/7kLqvVâ€_,kirstysjepic,Wakefield UK,NA,2017-01-20T21:42:01,No name
3384,Colleen maybe you should give your husband a lap dance more often else you wouldn't be in the mess you're in _Ÿ˜˜ #CBB #BBUK #CBBUK #BigBrother,Nick_Gilmour,,NA,2017-01-20T21:06:52,No name
3385,"#TeamCalum #TeamBest @CalumBest #CBBCalum #CBB#MyWinner _Ÿ˜ç_Ÿ˜˜_Ÿ˜ç_Ÿ˜˜_Ÿ˜ç_Ÿ˜˜ https://t.co/ky6afRSG5O",MbkLisa,England,NA,2017-01-20T20:51:50,No name
3386,"RT @ChocMilkSheikh1: lol, Stacey relax you've only been here for 2 weeks, acting like you grew up with your housemates _Ÿ˜_ #CBB",AliXRated,"London, England",NA,2017-01-20T21:50:29,No name
3387,RT @lauraportxr: Stacy needs to bore of being in the certain of everything Calum related _Ÿ˜´ #CBB,Its_Aabii,"london, United Kingdom",NA,2017-01-20T21:11:40,No name
3388,Remember Speidi?! Nah me neither. Lol _Ÿ˜‚ #CBB,InkedUpSHAQ,"Manchester, England",NA,2017-01-20T21:42:18,No name
3389,No she wasn't but who wants to see chloe naked she vulgar https://t.co/UyvCsfcE5R,kemalh1,"London, England",NA,2017-01-20T21:09:51,No name
3390,RT @therealdeekelly: my weekly run down on all things #cbb @bbuk @LuckySevenPR @TheBiteTweets #cbbbots https://t.co/XyzgcOmrYn,essextvtweets,"Essex,UK",NA,2017-01-20T21:14:40,No name
3391,@neonne I've never watched a CBB...I must confess.,Quirkydude,"34.144481,-118.38909",NA,2017-01-20T20:45:57,No name
3392,"Swear down, if Kim goes, I'm never watching it again #cbb #cbbkim",giveawaycozr,United States,NA,2017-01-20T22:33:26,No name
3393,"Someone call Angie Best, I'm about to smoke a cigarette. #CBB",ReVampWorld,Florida. ,NA,2017-01-20T21:06:09,No name
3395,@RebekkaMary that's one sex tape I don't want to see #cbb https://t.co/8LPkRDoj3Z,NorthernNinja77,"Manchester, England",NA,2017-01-20T21:35:17,No name
3396,Delighted for #CBBCOLEEN She needed that #CBB,irishcaskettfan,Dublin,NA,2017-01-20T21:55:53,No name
3397,"RT @demicullenx: Vote to Save @PlanetJedward Landline 09020442412 Mobile: 6442412 Votes cost 50p. Vote Now! #CBBÂ  #CBBJedwardVOTE VOTE VOâ€_",planetjedKaty,UK,NA,2017-01-20T21:28:59,No name
3398,RT @bbuk: What was that @Mrjamieohara1 was saying about @stacyfrancis having a loud voiceâ€_? _Ÿ™‰ #CBB,rogerlee29,England,NA,2017-01-20T21:51:12,No name
3399,GET COLEEN OUT! #Cbb,Aman25rulz,"Leicester, England",NA,2017-01-20T21:28:58,No name
3400,RT @TeamEmmaWillis: @EmmaWillis looking amazing ahead of tonight's live eviction. Join Emma on @channel5_tv in 5 minutes #CBB https://t.co/â€_,Guest11Jessica,UK,NA,2017-01-20T21:54:25,No name
3401,Legit want Speidi to win #CBB,RaiiiKayyy,"South Wales, United Kingdom. ",NA,2017-01-20T21:53:20,No name
3402,Who do you think is leaving celebrity big brother? _Ÿ_” #cbb,Prinxess_s1,"London, England",NA,2017-01-20T21:59:37,No name
3403,"RT @liammcgough: #cbb I hope it's not Kim, so much. It will be un watchable without her.",IamRT2,,NA,2017-01-20T22:22:15,No name
3405,#cbb time https://t.co/u8kZekoaWP,Damien93,"London, England",NA,2017-01-20T21:06:13,No name
3406,Fuck off ya annoying geordie cunt... #CBB,blandy_son,,NA,2017-01-20T22:35:03,No name
3407,SAVE KIM WOODBURN #CBB,harrisonjbrock,Liverpool ,NA,2017-01-20T21:26:01,No name
3408,"RT @bbuk: So @Chloe_GShore, @planetjedward, #CBBKim, and @NolanColeen are facing eviction TONIGHT! #CBB https://t.co/7NDvIKI0qv",SScodes8,"Yorktown Heights, New York",NA,2017-01-20T22:21:47,No name
3409,So #coleen husband spent a fortune on #cbb just to be away from just a little bit more #wiseman,fizzywiggle,Not so sunny devon,NA,2017-01-20T21:59:07,No name
3410,I hate the way people take out their anger on Jedward because they are 'easy targets' #CBB #CBBUK #CelebBigBrother,CbbTweets,Elstree Studios ,NA,2017-01-20T21:37:13,No name
3411,RT @IntoTheSkyStorm: Jedward needs to go #CBB https://t.co/GkSRmcohlN,Brass_Tackz,RIP my little princess âù_ï¸è,NA,2017-01-20T21:41:19,No name
3412,"RT @TheNathiJEDWARD: @planetjedward So hard to sit in Germany, not being able to do anything!! Good luck guys, l believe in you!!! #Cbb #CBâ€_",holyjohngrimes,JAKE MITCHELL FOLLOWED 2/11/16,NA,2017-01-20T21:28:12,No name
3413,RT @PopcornHub: Who do you want EVICTED! #CBB,Ladi_Poet,,NA,2017-01-20T21:27:38,No name
3414,WOWWWWWW DIDNT EXPECT THAT _Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜_ #cbb,Lizlambx,"Manchester, England",NA,2017-01-20T22:35:15,No name
3416,Who's up for eviction tonight? #cbb,cjbaggie,,NA,2017-01-20T21:12:09,No name
3417,"RT @bbuk: Gasp! Time for Radge Lass to fly on out of there, @Chloe_GShore has been evicted! RT to wave goodbye. #CBB https://t.co/R0MFxCZxqd",bayleyralphs,"West Midlands, England",NA,2017-01-20T22:35:19,No name
3418,"I really like Bianca Gascoigne. She's come across as such a lovely, genuine girl on #CBB",benocallaghan,"London, England",NA,2017-01-20T21:42:11,No name
3420,When you need to get votes for your home girl Kim _Ÿ‘ _Ÿ’„ #CBB #grindr https://t.co/Buz0ksaY0t,JOSHUAL8L8,Wales,NA,2017-01-20T21:36:50,No name
3421,RT @bbuk: Were you surprised by any of our button pushers? Reckon the right people are up for eviction? #CBB,ThisisTVForever,Borehamwood,NA,2017-01-20T22:06:45,No name
3423,"RT @bbuk: Ready for tonight's show? This is your one hour warning! #CBB, @Channel5_tv, 9pm. https://t.co/c7O6pAUcZz",Blackcattt,UK,NA,2017-01-20T21:00:52,No name
3425,Fucking joke @Chloe_GShore  love you girl #cbb what a joke???,lucia_begley,"Limerick, Ireland",NA,2017-01-20T22:35:30,No name
3426,"RT @Loads_Of_Polls: Who do you want to VOTING for?#CBB #cbbjedward #cbbchloe #cbbkim #cbbcoleen",Loads_Of_Polls,"GiveAway at 25,000 Followers!!",NA,2017-01-20T22:01:53,No name
3428,So anyone think Jamie wants to win? Not Bianca after that lighting buzzer performance I don't think _Ÿ‘__Ÿè_ #celebritybigbrother,_jules70,"Livingston, Scotland",NA,2017-01-20T21:38:21,No name
3429,Nicolas face when she knows Kim is staying #CBB https://t.co/aSEXlWGAQM,miawilliams1982,"London, England",NA,2017-01-20T22:35:38,No name
3430,Who's up for eviction? #cbb,macdivaofficial,"Irvine, Scotland",NA,2017-01-20T20:58:39,No name
3432,Bored of Stacey and Jessica playing my life's harder than your life #cbb,Azzle_Dazzle,,NA,2017-01-20T21:48:03,No name
3433,Big bro being the highlight of my nights #cbb,itsAliciaHughes,...,NA,2017-01-20T20:54:16,No name
3434,A COSMIC EYEFULL #CBB,supermally0,"England, United Kingdom",NA,2017-01-20T21:09:13,No name
3435,#CBB save @planetjedward âù_âù_,skye_brailsford,devon,NA,2017-01-20T22:26:18,No name
3436,Shut up #cbb #bigbrother #KimWoodburn #STORMZY https://t.co/uStvdah9kb,ZiggyMem,,NA,2017-01-20T21:41:45,No name
3437,RT @Julietannb: Vote for #CBBJedward @planetjedward 6442412 #cbb,Lumin0us1,,NA,2017-01-20T21:28:13,No name
3438,RT @bbuk: So @NolanColeen is safe! RT if you're happy she won't be leaving tonight! #CBB https://t.co/xi2F0xkNoc,Happy_Daise,,NA,2017-01-20T21:57:14,No name
3439,I love how #cbbkim is just sitting there eating her sandwich minding her own business for once _Ÿ˜‚#cbb,sariiyah_,"London, Uk",NA,2017-01-20T21:48:35,No name
3440,"RT @bigblagger: SAVE KIM! Call: _Ÿ“± 6 44 24 18 (Mobile) â˜_ï¸è 090 20 44 24 18 (Landline)#CBB  #CBBKim https://t.co/fkUNkoJ4vW",Hannah_paynexox,"London, England",NA,2017-01-20T21:40:07,No name
3441,RT @mtvgeordieshore: NOO NOT OUR RADGIE! VOTE TO SAVE CHLOE!! @Chloe_GShore #CBB https://t.co/WMR45X15wD,LuisTeamRavena,,NA,2017-01-20T21:35:16,No name
3442,"RT @The_JamesJordan: Am I the only person that find those 25 year old children Jedward totally weird? They do my head in#CBB @bbuk",Liciyy_95,,NA,2017-01-20T22:33:47,No name
3443,Coleen's gonna go IN on Jamie #HeresHoping #cbb,bujogirl,Glasgow,NA,2017-01-20T21:30:04,No name
3445,James C reminds me of a grandfather _Ÿ‘´ he's seems so lovely #CBB,MartinaByrne_,"Mayo, Ireland",NA,2017-01-20T21:15:36,No name
3446,#CBBNicola SHUT UP YOU LITTLE BITCH. #Troublemaker #ShitStirrer #AxeGrinder #CBB #CBBUK,Queemedian,"London, England",NA,2017-01-20T21:33:56,No name
3447,"RT @mtvgeordieshore: VOTE TO SAVE @Chloe_GShore!â˜_ï¸èLandline: 0902 044 24 16_Ÿ“±Mobile: 6 44 24 16EVERY SINGLE VOTE COUNTS! #CBB #CBBChloe htâ€_",stuartsophie199,,NA,2017-01-20T21:42:19,No name
3448,Stacey shut the fuck up god she ever stop picking on jess #CBB,behan116,,NA,2017-01-20T21:48:48,No name
3449,#CBB Yay! Kim's safe,tweetsanon101,hiding in the chemtrails,NA,2017-01-20T22:35:51,No name
3450,Colleen maybe you should give your husband a lap dance more often else you wouldn't be in the mess you're in _Ÿ˜˜ #CBB #BBUK #CBBUK #BigBrother,Nick_Gilmour,,NA,2017-01-20T21:06:52,No name
3451,RT @CBBJedward: .@MommaJedward RETWEET this to make sure everyone knows how to Vote to Save @PlanetJedward! #CBBJedward https://t.co/7kLqvVâ€_,kirstysjepic,Wakefield UK,NA,2017-01-20T21:42:01,No name
3452,"RT @ChocMilkSheikh1: lol, Stacey relax you've only been here for 2 weeks, acting like you grew up with your housemates _Ÿ˜_ #CBB",AliXRated,"London, England",NA,2017-01-20T21:50:29,No name
3453,RT @lauraportxr: Stacy needs to bore of being in the certain of everything Calum related _Ÿ˜´ #CBB,Its_Aabii,"london, United Kingdom",NA,2017-01-20T21:11:40,No name
3454,Remember Speidi?! Nah me neither. Lol _Ÿ˜‚ #CBB,InkedUpSHAQ,"Manchester, England",NA,2017-01-20T21:42:18,No name
3455,RT @therealdeekelly: my weekly run down on all things #cbb @bbuk @LuckySevenPR @TheBiteTweets #cbbbots https://t.co/XyzgcOmrYn,essextvtweets,"Essex,UK",NA,2017-01-20T21:14:40,No name
3456,@neonne I've never watched a CBB...I must confess.,Quirkydude,"34.144481,-118.38909",NA,2017-01-20T20:45:57,No name
3457,No surprise Jamie pressed his button #CBB,darren_haywood,"Birmingham, UK",NA,2017-01-20T21:23:11,No name
3460,#cbb I'm actually starting to see some true colours here and I'm thinking maybe Kim has been right about them!!,madimae91,N.Yorkshire,NA,2017-01-20T22:24:26,No name
3461,@CalumBest now that was a fine sexy ass lol #cbb #CBBCalum,ddubsirishbitch,ireland,NA,2017-01-20T21:40:42,No name
3462,"RT @Charlottegshore: VOTE TO SAVE CHLOE!â˜_ï¸èLandline: 0902 044 24 16_Ÿ“±Mobile: 6 44 24 16EVERY SINGLE VOTE COUNTS! #CBB #CBBChloe",isabelabastos_,RJ ,NA,2017-01-20T21:40:40,No name
3463,Fuming that @Chloe_GShore has gone _Ÿ˜¥ #CBB,CaraReedman,Nottingham,NA,2017-01-20T22:35:42,No name
3464,KIM FOR THE WIN #CBB https://t.co/2l9EYmgYc2,JenniferRDxo,Costa Del Bromley ,NA,2017-01-20T21:38:09,No name
3465,"#cbb #Prediction final 3.Black Simon Says.... @MrJamesCosmo @CalumBest and Bianca ... if not #bianca  #coleen..Im Impartial #JustSayin",MickyGambino,"London, England",NA,2017-01-20T21:26:34,No name
3467,"RT @planetjedward: #TeamJedward you are on a mission too, save Jedward from eviction this week in #CBB #CBBJedward",MommaJedward,,NA,2017-01-20T21:30:02,No name
3468,Delighted for #CBBCOLEEN She needed that #CBB,irishcaskettfan,Dublin,NA,2017-01-20T21:55:53,No name
3469,"RT @demicullenx: Vote to Save @PlanetJedward Landline 09020442412 Mobile: 6442412 Votes cost 50p. Vote Now! #CBBÂ  #CBBJedwardVOTE VOTE VOâ€_",planetjedKaty,UK,NA,2017-01-20T21:28:59,No name
3470,EVERYONE GET VOTING FOR JEDWARD TO STAY AND SAVE THEM FROM EVICTION!!!! #TEAMJEDWARD #CBBJEDWARD #CBB,PlanetCecilia,"Sweden, Gothenburg^^",NA,2017-01-20T21:30:26,No name
3471,I realllllly wish I wasn't eating now #cbb #chloe _Ÿ–•,bujogirl,Glasgow,NA,2017-01-20T21:06:59,No name
3473,#cbb _Ÿ‘Œ_Ÿè__Ÿ˜ù,jenmeatsix_,,NA,2017-01-20T21:00:36,No name
3474,JAMES IS SAFE _Ÿ™Œ_Ÿè__Ÿ™Œ_Ÿè__Ÿ™Œ_Ÿè__Ÿ™Œ_Ÿè_ #CBB,shelleyj89,Sidcup,NA,2017-01-20T21:22:57,No name
3475,RT @machin_adam: Its all kicking off and Kim's just sat there eating a double slice of raw hovis in a robe #cbb,BBUKDiaryRoom,Borehamwood,NA,2017-01-20T21:51:04,No name
3476,RT @ChildOwen: Is it Kiosk Keith on the phone?_Ÿ˜Å_Ÿ˜‚_Ÿ˜‚ #CBB,LauraSianDixon,Wales,NA,2017-01-20T21:13:27,No name
3477,Can you imagine living with Stacy &amp; accidentally leaving the toilet seat up ......... #CBB,HaroldShand1979,"Stevenage, Hertfordshire",NA,2017-01-20T21:36:44,No name
3479,Sly dog. #CBB,Sam_Buca_23,,NA,2017-01-20T21:22:50,No name
3480,"RT @The_JamesJordan: Jamie trying to justify himselfCalum not even bothering _Ÿ˜‚So happy people will start to see a bit of what I did#cbâ€_",LeoniJessicaa,Sheffield/Stockport ,NA,2017-01-20T21:40:57,No name
3481,"RT @bbuk: If you missed yesterdayâ€™s show, you missedâ€_ a lot. _Ÿ˜®_Ÿ˜®_Ÿ˜® #CBB",Blackcattt,UK,NA,2017-01-20T21:05:14,No name
3482,Big brother has done Chloe's career absolutely no justice. She's behaved like an absolute animal. #cbb,Lizlambx,"Manchester, England",NA,2017-01-20T22:36:18,No name
3483,#JedwardCBB look like a couple of Matalic pens i had when i was at school Gold and Silver ones #CBB,taz2004,,NA,2017-01-20T22:00:09,No name
3484,Nicola is such a stirring person #cbb,kirstymack,Verwood deepest darkest Dorset,NA,2017-01-20T21:35:48,No name
3485,Ø_Ø_Ø¨Ù_ Ø§Ù„Ù„Ù‡ Ù„Ø§ Ø¥Ù„Ù‡ Ø¥Ù„Ø§ Ù‡Ùˆ Ø_Ù„Ù_Ù‡ ØªÙˆÙƒÙ„Øª ÙˆÙ‡Ùˆ Ø±Ø¨ Ø§Ù„Ø_Ø±Ø´ Ø§Ù„Ø_Ø¸Ù_Ù… https://t.co/XkOZEUkael,mmn111123,,NA,2017-01-20T22:34:00,No name
3486,"RT @planetjedward: set free your inner wolf and be FEROCIOUS! vote to save JEDWARD #CBB#CBBJedward",pIanetxjedward,Planet Jedward,NA,2017-01-20T21:45:24,No name
3487,RT @JedPV: Aawww John was so cute kissing Kim on the forehead! #CBB #CBBJedward,MartinaByrne_,"Mayo, Ireland",NA,2017-01-20T21:13:54,No name
3489,RT @behlul_official: Trying to understand how Colleen got the most votes to be saved #CBB https://t.co/b0GH6dCgKp,caitlinn_lowe,Rugby,NA,2017-01-20T22:36:36,No name
3490,Stacey is such a bitch. I love the way Jedward handle conflict #cbb,ox_Nahid_xo,Brazil âˆ_ ,NA,2017-01-20T22:36:39,No name
3491,"RT @BrookeIsAlive: Apparently @planetjedward are up again tonight. We need to still vote, we can't just think they'll be safe. Remember VOTâ€_",baldwinlaura,"Stoke-on-Trent, England",NA,2017-01-20T20:47:31,No name
3492,"RT @bbuk: Gasp! Time for Radge Lass to fly on out of there, @Chloe_GShore has been evicted! RT to wave goodbye. #CBB https://t.co/R0MFxCZxqd",Its_Jess_x,"Chester, England",NA,2017-01-20T22:36:47,No name
3493,"Why would you be happy to have to stay there. #Coleen #CBB",GuyAshton1,Uranus,NA,2017-01-20T21:55:53,No name
3495,@JoeyPokeaim remember when you and cbb streamed together?,xMetalon,New Jersey,NA,2017-01-20T21:45:32,No name
3497,RT @blueskyangel2: My #gf #emmawillis #cbb https://t.co/v9rYIyWjbg,blueskyangel2,"Birmingham, WMCA, UK ",NA,2017-01-20T21:30:30,No name
3498,"RT @InkedUpSHAQ: ""Get Kim out! Get Kim out!"" That crowd is mad. She's giving us pure joke lol ""Keep Kim in! Keep Kim in!""#CBB",JPWKD94,"Wales, United Kingdom",NA,2017-01-20T21:41:51,No name
3499,I WANT CHLOE BACK ALREADY _Ÿ˜__Ÿ˜__Ÿ˜_#CBB,c_jgallagher,"Windsor, Berkshire",NA,2017-01-20T22:36:15,No name
3500,So gutted @Chloe_GShore has been evicted!_Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜_ best housemate in there! Wanted the little radgie to win so bad_Ÿ˜«_Ÿ‘‘ #CBB,xels_xo,,NA,2017-01-20T22:36:48,No name
3502,Long warning #CBB,08Jayhawk,Kansas,NA,2017-01-20T21:02:18,No name
3503,RT @planetjedward: #CBB #CBBJedward https://t.co/Y49p1hHpVg,MichelleAnsah,Location PlanetJedward Forever,NA,2017-01-20T21:01:21,No name
3504,SAVE COLEEN!! #CBB,ChildOwen,Bramley/Borehamwood,NA,2017-01-20T21:22:38,No name
3505,RT @CBBJedward: Vote to Save @PlanetJedward Landline 09020442412 Mobile: 6442412 Votes cost 50p. Vote Now! #CBB #CBBJedward https://t.co/Ftâ€_,Nikki_Jedwardxo,Somewhere in the world ,NA,2017-01-20T21:34:10,No name
3506,RT @bbuk: WOW! @CalumBest couldn't press that button fast enough! Would you have done the same and put Kim up for eviction?â€_ ,SteveStevens47,"Bristol, England",NA,2017-01-20T21:25:48,No name
3507,Nearly time for chicken liver shits!!! _Ÿ˜± #CBBUK https://t.co/BZl8SkXKru,LamaraShelley,Stafford,NA,2017-01-20T20:43:03,No name
3509,"@stacyfrancis: ""Leave my name out your mouth.""I might start using that one. I like it.#CBB #CBBStacy",MrCliveBalls,,NA,2017-01-20T21:38:14,No name
3510,Stacy is pure on the defence all the time.. _Ÿ˜_ #CBB,Nellworth,Ireland,NA,2017-01-20T21:41:56,No name
3511,I find it funny Jedward talk like they are amazing singers. They were one the biggest joke acts on X Factor #cbb,JoeScott94,"London, England",NA,2017-01-20T21:39:36,No name
3512,"RT @wazza225: Message for Colleen.... Shut Up#cbb https://t.co/0dtRsKx3L6",burcharesta,Ireland,NA,2017-01-20T21:52:43,No name
3513,Stacy going mad cause she's scarlet she pressed the button before the buzzer _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ #CBB,Jessica_R1993,"Dublin, Ireland",NA,2017-01-20T21:46:47,No name
3514,RT @AdoringGinaRio: Jamie and Calum aren't so selfless as they're making out #cbb,superTV247,The Diary Room,NA,2017-01-20T21:22:17,No name
3515,This must be annoying cunt and skank night #CBB,NORFLDN,Essex via NORFLDN,NA,2017-01-20T21:09:28,No name
3516,"here we go again, bringing her problems into the argument. Stacey, nobody cares, you're dramatic #cbb",katymcnairxo,"Manchester, England",NA,2017-01-20T21:48:57,No name
3517,"Im not going to lie, really enjoying these flash votes #CBB",BBUKMIKE,,NA,2017-01-20T21:06:45,No name
3518,"Nicola is an actual bitch!! Moaning, saying Kim's gonna press the button when she pressed herself...hypocritical bitch #cbb Kim's my bae!! _Ÿ’•",Erin_t4,,NA,2017-01-20T21:28:44,No name
3519,"That's it then. All @planetjedward fans need to vote, vote, vote as soon as lines are open!!!  #cbb #cbbjedward",BrookeIsAlive,The Goondocks ,NA,2017-01-20T21:19:57,No name
3520,Please tell me Kim is acting.... Surely no one is that vile and hypercritical? #ccbkim #cbb,Anitamariea,,NA,2017-01-20T21:20:54,No name
3521,RT @bbuk: Pratt Attack were too busy snogging to worry about buttons. _Ÿ’è #CBB https://t.co/DQwiApniMN,freyasx,,NA,2017-01-20T21:23:20,No name
3522,_Ÿ’¯_Ÿ’¯ Sick of the hipocrisy on this show #cbb https://t.co/DeNC1O28WL,NathC121,London,NA,2017-01-20T21:51:30,No name
3523,Don't save Kim #cbb,Sparkle_Emotion,,NA,2017-01-20T21:25:27,No name
3524,Curtains for Kim I think. Shame one of the floaters didn't get nommed. #CBB,Bad__Monkey,Jonestown,NA,2017-01-20T21:26:18,No name
3526,Lol! _Ÿ˜‚_Ÿ‘Œ https://t.co/90e9D1QDe3,KrystadPR,Puerto Rico,NA,2017-01-20T20:57:28,No name
3527,I am struggling with Nicola in #cbb,fernypop,thurso ,NA,2017-01-20T21:35:08,No name
3528,_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ https://t.co/ZV0emff5P5,MsAmandaStar,LDN baby!! ,NA,2017-01-20T22:37:28,No name
3530,@planetjedward _µ_µ_µ_µ_Ÿ’ªâœŒ_Ÿ’– #cbb #CBBJedward,Tanyusha_Grimes,Planet Jedward,NA,2017-01-20T21:02:26,No name
3531,I think Bianca is gonna get uncomfortable with how clingy Jamie is. Man's literally acting like they're married with kids #cbb #CBBUK,MandyBurgess246,"England, United Kingdom",NA,2017-01-20T21:53:06,No name
3532,Actually shocked that Chloe's been evicted #CBB,_tori8,Fox River State Penitentiary,NA,2017-01-20T22:37:33,No name
3533,"RT @liampeet: Poor Chloe... Colleen Nolan, Kim Woodburn and Jedward are more popular than her hahaha #cbb",sophie_miless_,"Sheffield, England",NA,2017-01-20T22:37:34,No name
3534,No she wasn't but who wants to see chloe naked she vulgar https://t.co/UyvCsfcE5R,kemalh1,"London, England",NA,2017-01-20T21:09:51,No name
3535,"I'd literally give them one of everything one bean, one crisp, one biscuit .... #cbb",CracksUp,,NA,2017-01-20T21:10:54,No name
3536,YES YES YES #CBB,AlfieS12,London,NA,2017-01-20T22:34:52,No name
3538,Bloodyell didn't expect that... imagine being a Geordie and not winning the reality TV show _Ÿ‘€_Ÿ™ƒ #cbb,Sarrah_b,UK,NA,2017-01-20T22:36:53,No name
3539,"Someone call Angie Best, I'm about to smoke a cigarette. #CBB",ReVampWorld,Florida. ,NA,2017-01-20T21:06:09,No name
3540,James C's face says it all #CBB,saltedsnowflake,Scotland,NA,2017-01-20T21:09:09,No name
3543,Love @TheProdigalFox on #cbb,suzannemcleod84,"Redcar, Teesside UK",NA,2017-01-20T21:56:44,No name
3544,RT @KayDMusiQ: Put James C out his misery &amp; send his ass home. Dude offers nothing to this show. I don't care how nice he is...#CBB,Rainbow_Bex,London,NA,2017-01-20T21:10:51,No name
3545,@RebekkaMary that's one sex tape I don't want to see #cbb https://t.co/8LPkRDoj3Z,NorthernNinja77,"Manchester, England",NA,2017-01-20T21:35:17,No name
3546,Finally the british public get something right #cbb,Dxvidp_,Ireland,NA,2017-01-20T22:38:00,No name
3547,GET COLEEN OUT! #Cbb,Aman25rulz,"Leicester, England",NA,2017-01-20T21:28:58,No name
3548,Kim is being nice for once #CBB,thomasvernon89,burton on trent,NA,2017-01-20T21:40:35,No name
3552,RT @bbuk: What was that @Mrjamieohara1 was saying about @stacyfrancis having a loud voiceâ€_? _Ÿ™‰ #CBB,rogerlee29,England,NA,2017-01-20T21:51:12,No name
3553,Well Calum must be relieved #cbb,heathermc85,St Albans,NA,2017-01-20T22:38:12,No name
3554,RT @bbuk: So @NolanColeen is safe! RT if you're happy she won't be leaving tonight! #CBB https://t.co/xi2F0xkNoc,JackoSands,East London ,NA,2017-01-20T21:56:05,No name
3555,"I just can't tweet about that wreck head Stacy anymore, what a nutjob, I'd have smacked her face in by now #cbb",bujogirl,Glasgow,NA,2017-01-20T21:36:38,No name
3556,"RT @MrHarryDerbidge: Aww abit gutted that @Chloe_GShore has been evicted, felt like we didn't get to see enough of her #CBB",Chloe_Met,North East,NA,2017-01-20T22:38:15,No name
3558,I'm so confused more people voted to save Jedward than Chloe? #cbb,brandonhansen3,"Scotland, UK",NA,2017-01-20T22:38:22,No name
3559,RT @bbuk: Almost time to find out who's leaving the House tonight! Feeling nervous for your faves? #CBB,OnTVTonightUK,"London, England",NA,2017-01-20T22:38:23,No name
3560,RT @KeiranZolanski: Who the fuck is voting for Colleen? Fannies. #cbb,_shannonkirby_,Yorkshire,NA,2017-01-20T21:59:54,No name
3561,Think I'm the only one happy that Kim's still in _Ÿ‘ç_Ÿè»_Ÿ‘ç_Ÿè» #CBB,Cara_lennon94,Manchester/Salford,NA,2017-01-20T22:38:27,No name
3562,RT @TeamEmmaWillis: @EmmaWillis looking amazing ahead of tonight's live eviction. Join Emma on @channel5_tv in 5 minutes #CBB https://t.co/â€_,Guest11Jessica,UK,NA,2017-01-20T21:54:25,No name
3563,"Can we have 1 catch up show without that Stacey women saying ""Whole new level of cray cray"" drives me cray cray #CBB",JaseWheatley,"Bath,Somerset.",NA,2017-01-20T20:41:02,No name
3564,"I'm not even lying, I think I'm in actual love with Callum Best!! I thought he was going to be an utter wanker but he's so lovely #cbb",MissLaurenAyre,,NA,2017-01-20T21:12:20,No name
3565,RT @littlemissmufc: Stacy stop with the over reaction. Jedward are defending themselves. Jeez. Stop being so loud &amp; angry. #cbb #cbbuk,sabrinaalgx,Essex,NA,2017-01-20T21:36:42,No name
3566,Legit want Speidi to win #CBB,RaiiiKayyy,"South Wales, United Kingdom. ",NA,2017-01-20T21:53:20,No name
3567,RT @MandyEmlind: Well done @MrJamesCosmo  played a blinder there. #cbb,MrJamesCosmo,UK,NA,2017-01-20T21:24:40,No name
3568,"RT @HopenLifePress: REVIEW of @DrBrianKiczek's devotional book HELP FOR SUFFERING HUMANITY-MARY HELP OF CHRISTIANS, by @cathbookbloggerâ€_ ",PrayForAmerica2,,NA,2017-01-20T21:40:54,No name
3569,#Cbb jedwards serious voice,giveawaydinc,United States,NA,2017-01-20T21:40:32,No name
3570,Switch over to Channel 5 right now for #cbb https://t.co/DN7qJqIHp2,bbuknewsinfo,Borehamwood/Elstree ,NA,2017-01-20T21:01:53,No name
3571,So Stacy is getting moaned at for pressing but Calum gets a pass? Pft. #cbb,lightupvm,London,NA,2017-01-20T21:32:40,No name
